EXP NUM,Residence Time,Temperature,SM,Product 2,Product 3,SOLVENT NAME
0,2.001019108286073,175.0,0.9031177176568796,0.0,0.0,Methanol
0,3.978166690325224,175.0,0.8983131599846912,0.0,0.0,Methanol
0,7.011797263567132,175.0,0.8970765842146552,0.0067099416732159,0.0054293665895937,Methanol
0,10.031130106091268,175.0,0.8768018074968278,0.0140842262658191,0.0109951690887703,Methanol
0,13.079226969438196,175.0,0.857585278915383,0.0192984591446147,0.013466705866091,Methanol
0,15.000563359240005,175.0,0.8535143214906921,0.0287151902705248,0.023036861690465,Methanol
0,15.00681067223013,175.0,0.8569761338923327,0.0215843071402189,0.0157321972433507,Methanol
0,15.011731013510143,175.0,0.8575457883858829,0.0203833941348006,0.0162563898419574,Methanol
0,15.01720841288261,175.0,0.8542248909449007,0.0211268865132723,0.016142195896767,Methanol
1,2.001019108286073,225.0,0.7321389986166197,0.0831326430718248,0.0893906854997877,Methanol
1,3.819262231684206,225.0,0.331372076491143,0.0956407278421183,0.09175797446025,Methanol
1,6.852892804977273,225.0,0.337312178264275,0.2736141014553181,0.2661176776855123,Methanol
1,12.920326648031732,225.0,0.0571969100007222,0.3252106542181041,0.3028105328536339,Methanol
1,15.00085721186224,225.0,0.0,0.3389728841449992,0.3139879398770721,Methanol
1,15.00708042790393,225.0,0.0450819673878415,0.3264609575084665,0.2859718886317952,Methanol
1,15.011945651622227,225.0,0.0570006861856679,0.3196591162365932,0.2746367840214828,Methanol
1,15.01720841288261,225.0,0.0317887286317883,0.2991513664259195,0.2604353482167253,Methanol
2,2.172434206210028,175.0,0.9154765343201108,0.0036505650939883,0.0,"Ethylene Glycol [1,2-Ethanediol]"
2,5.191618919621988,175.0,0.8996855077119938,0.0234591804785557,0.0246896022800819,"Ethylene Glycol [1,2-Ethanediol]"
2,8.225286201343351,175.0,0.8480459338301854,0.058156937926017,0.0635253013644087,"Ethylene Glycol [1,2-Ethanediol]"
2,11.273507802440008,175.0,0.7760104816125005,0.0986402847057306,0.1122487529917256,"Ethylene Glycol [1,2-Ethanediol]"
2,14.292628735012158,175.0,0.7129965126925549,0.1319399311634911,0.1500203683321068,"Ethylene Glycol [1,2-Ethanediol]"
2,15.004374605086925,175.0,0.7030776700678101,0.1370590454495661,0.1568816987701558,"Ethylene Glycol [1,2-Ethanediol]"
2,15.009927794380928,175.0,0.69786069124682,0.1388153136429867,0.1601270130233651,"Ethylene Glycol [1,2-Ethanediol]"
2,15.01720841288261,175.0,0.6892719874970825,0.13627220286735,0.1546205794558417,"Ethylene Glycol [1,2-Ethanediol]"
3,3.968719097946405,225.0,0.0505070745916396,0.4394638985385409,0.5100290929148227,"Ethylene Glycol [1,2-Ethanediol]"
3,7.002349671188313,225.0,0.0,0.4636319422608356,0.5337676057620034,"Ethylene Glycol [1,2-Ethanediol]"
3,10.036128579253043,225.0,0.0,0.4573974540715596,0.5268278725301686,"Ethylene Glycol [1,2-Ethanediol]"
3,13.06977963904501,225.0,0.0,0.4462252099499256,0.5296188273109201,"Ethylene Glycol [1,2-Ethanediol]"
3,15.000553255731576,225.0,0.0,0.4429285094543063,0.5262047643313157,"Ethylene Glycol [1,2-Ethanediol]"
3,15.006828422383478,225.0,0.0,0.4460454471005392,0.5292023462407525,"Ethylene Glycol [1,2-Ethanediol]"
3,15.01174389454718,225.0,0.0,0.4475040325458714,0.5306451099566241,"Ethylene Glycol [1,2-Ethanediol]"
3,15.01720841288261,225.0,0.0,0.4446395317590852,0.530588536895779,"Ethylene Glycol [1,2-Ethanediol]"
4,2.001019108286073,175.0,0.957833205424042,0.016928539505304,0.0251911176245739,"1,1,1,3,3,3-Hexafluoropropan-2-ol"
4,3.972850613888568,175.0,0.8324804689561706,0.070948213541577,0.0965714015546309,"1,1,1,3,3,3-Hexafluoropropan-2-ol"
4,7.006481187130476,175.0,0.5792785398574222,0.1597248415452285,0.2030170674422655,"1,1,1,3,3,3-Hexafluoropropan-2-ol"
4,10.040260264889866,175.0,0.3953355045032509,0.2227906583883111,0.2662377701877531,"1,1,1,3,3,3-Hexafluoropropan-2-ol"
4,13.073911040646635,175.0,0.3337324818452121,0.2515902945761145,0.2971659482571251,"1,1,1,3,3,3-Hexafluoropropan-2-ol"
4,15.000544907388758,175.0,0.3562872982687629,0.244023846369681,0.2956753220267846,"1,1,1,3,3,3-Hexafluoropropan-2-ol"
4,15.00682066216541,175.0,0.316812245980137,0.2582403106015698,0.3044026475070555,"1,1,1,3,3,3-Hexafluoropropan-2-ol"
4,15.01173826336526,175.0,0.3253165509489645,0.2553094691652722,0.3017907022786122,"1,1,1,3,3,3-Hexafluoropropan-2-ol"
4,15.01720841288261,175.0,0.3272763570661837,0.277385778192399,0.3466143112775964,"1,1,1,3,3,3-Hexafluoropropan-2-ol"
